Pika-1	OpenSoraPlanv1-1	subject_consistency	a bicycle leaning against a tree-1.mp4	0
videocrafter	videocrafter-1	color	a red bicycle-1.mp4	1
modelscope	OpenSoraPlan1-2	human_action	A person is doing laundry-0.mp4	1
OpenSoraV1-2(8s)	Gen-3	spatial_relationship	a boat on the left of an airplane, front view-1.mp4	1
CogVideoX-5B(SAT)	CausVid_24fps	temporal_style	A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, zoom in-2.mp4	1
Wanx 2.1	vidu	multiple_objects	a pizza and a tie-1.mp4	0
Wanx 2.1	HunYuanVideo	scene	bakery shop-2.mp4	0
Jimeng	Gen-3	temporal_style	A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, tilt up-2.mp4	1
OpenSorav1-1	pika-all-dimension	human_action	A person is running on treadmill-2.mp4	1
CogVideoX-5B(SAT)	OpenSorav1-1	scene	restaurant-4.mp4	0
Wanx 2.1	OpenSoraPlanv1-3	object_class	a fire hydrant-0.mp4	0
videocrafter	LTX-Video (5s 768×512)	temporal_flickering	A tranquil tableau of bathroom-0.mp4	1
videocrafter	Gen-2	appearance_style	A boat sailing leisurely along the Seine River with the Eiffel Tower in background by Hokusai, in the style of Ukiyo-1.mp4	1
Gen-2	lavie	object_class	a baseball glove-3.mp4	1
Vchitect-2.0-2B	HiGen	overall_consistency	Pacific coast, carmel by the sea ocean and waves.-0.mp4	1
HunYuanVideo	lavie	temporal_style	A boat sailing leisurely along the Seine River with the Eiffel Tower in background, with an intense shaking effect-2.mp4	0
Vchitect-2.0-2B+VEnhancer	HiGen	appearance_style	An astronaut flying in space, oil painting-1.mp4	0
Mochi-1	TF-T2V	spatial_relationship	a hot dog on the bottom of a pizza, front view-4.mp4	0
videocrafter-09	OpenSoraPlanv1-3	spatial_relationship	a hot dog on the bottom of a pizza, front view-4.mp4	1
HunYuanVideo	pika-all-dimension	temporal_style	A panda drinking coffee in a cafe in Paris, zoom out-1.mp4	0
Pika-1	opensora	subject_consistency	a person swimming in ocean-4.mp4	0
AnimateLCM	CogVideoX-2B(SAT)	color	a white suitcase-3.mp4	1
Vchitect-2.0-2B+VEnhancer	Jimeng	overall_consistency	An astronaut is riding a horse in the space in a photorealistic style.-2.mp4	0
Kling	CogVideoX-5B(SAT)	color	a purple bowl-3.mp4	0
AnimateLCM	Wanx 2.1	multiple_objects	a bicycle and an airplane-2.mp4	1
Gen-3	CausVid	subject_consistency	a dog drinking water-4.mp4	1
AnimateLCM	opensora	temporal_flickering	A tranquil tableau of a bowl-2.mp4	0
Pika-1	videocrafter-2	subject_consistency	a train crossing over a tall bridge-1.mp4	1
Latte-1	CogVideoX-2B(SAT)	subject_consistency	a motorcycle gliding through a snowy field-1.mp4	1
AnimateDiff-V2	Mochi-1	object_class	a kite-0.mp4	1
InstructVideo(ModelScope)	modelscope	temporal_flickering	a dilapidated phone booth stood as a relic of a bygone era on the sidewalk, frozen in time-1.mp4	0
CogVideoX-5B(SAT)	CogVideoX-2B(SAT)	color	a yellow vase-0.mp4	0
Gen-2	videocrafter	overall_consistency	A fat rabbit wearing a purple robe walking through a fantasy landscape.-4.mp4	0
lavie	videocrafter-1	appearance_style	A cute happy Corgi playing in park, sunset, Van Gogh style-4.mp4	0
modelscope	videocrafter-2	temporal_flickering	indoor gymnasium, frozen in time-4.mp4	1
opensora	CogVideoX-2B(SAT)	color	a red bird-3.mp4	1
Lavie_interpolation	Jimeng	overall_consistency	Robot dancing in Times Square.-1.mp4	1
MiniMax-Video-01	Pika-1	temporal_style	A beautiful coastal beach in spring, waves lapping on sand, tilt up-0.mp4	0
AnimateDiff-V1	CausVid	human_action	A person is getting a haircut-3.mp4	1
cogvideo	Kling	temporal_flickering	In a still frame, a tranquil pond was fringed by weeping cherry trees, their blossoms drifting lazily onto the glassy surface-3.mp4	1
Lavie_interpolation	Mochi-1	color	a purple clock-2.mp4	1
Mochi-1	Mira-384	temporal_style	a shark is swimming in the ocean, zoom in-3.mp4	0
opensora	vidu	scene	castle-2.mp4	1
Pika-1	Show-1	temporal_flickering	static view on a desert scene with an oasis, palm trees, and a clear, calm pool of water-4.mp4	0
CausVid_24fps	OpenSoraPlan1-2	object_class	a spoon-4.mp4	1
CogVideoX-5B(SAT)	TF-T2V	multiple_objects	a fire hydrant and a stop sign-1.mp4	0
CogVideoX-5B(SAT)	CausVid	temporal_flickering	In a still frame, in the vast desert, an oasis nestled among dunes, featuring tall palm trees and an air of serenity-1.mp4	1
Show-1	AnimateLCM	subject_consistency	a bird building a nest from twigs and leaves-2.mp4	1
CogVideoX-5B(SAT)	pika-all-dimension	object_class	a train-2.mp4	0
OpenSoraV1-2(8s)	MiniMax-Video-01	human_action	A person is strumming guitar-2.mp4	1
CausVid	OpenSoraV1-2(8s)	subject_consistency	a horse running to join a herd of its kind-0.mp4	0
Vchitect-2.0-2B	CogVideoX-2B(SAT)	temporal_flickering	In a still frame, within the desolate desert, an oasis unfolded, characterized by the stoic presence of palm trees and a motionless, glassy pool of water-1.mp4	1
videocrafter-2	CogVideoX1.5-5B	object_class	a vase-3.mp4	0
Gen-2	pika-all-dimension	subject_consistency	a horse running to join a herd of its kind-4.mp4	1
Gen-2	Latte-1	color	a green suitcase-4.mp4	1
LTX-Video (5s 768×512)	modelscope	temporal_style	A cute happy Corgi playing in park, sunset, with an intense shaking effect-1.mp4	1
videocrafter-09	Mira-384	appearance_style	An astronaut flying in space, surrealism style-2.mp4	1
videocrafter-2	opensora	human_action	A person is planting trees-2.mp4	0
CogVideoX-2B(SAT)	OpenSoraPlanv1-3	object_class	a bed-0.mp4	0
Mochi-1	CausVid	multiple_objects	a toilet and a hair drier-0.mp4	1
videocrafter-2	MiniMax-Video-01	human_action	A person is trimming or shaving beard-4.mp4	1
LTX-Video (5s 768×512)	Kling	temporal_style	A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, racking focus-3.mp4	1
TF-T2V	modelscope	overall_consistency	Origami dancers in white paper, 3D render, on white background, studio shot, dancing modern dance.-1.mp4	1
Mochi-1	vidu	temporal_flickering	A tranquil tableau of bedroom-2.mp4	1
Mira-384	Gen-2	overall_consistency	A steam train moving on a mountainside-0.mp4	1
CogVideoX1.5-5B	Mira-384	multiple_objects	a tennis racket and a bottle-0.mp4	0
OpenSoraPlanv1-1	AnimateDiff-V1	spatial_relationship	a sandwich on the bottom of an orange, front view-4.mp4	1
Latte-1	CausVid	subject_consistency	a bus accelerating to gain speed-4.mp4	1
Gen-3	pika-all-dimension	object_class	a stop sign-3.mp4	1
opensora	InstructVideo(ModelScope)	spatial_relationship	a chair on the left of a couch, front view-3.mp4	0
Latte-1	CausVid_24fps	subject_consistency	a bear sniffing the air for scents of food-0.mp4	1
Mochi-1	Gen-3	spatial_relationship	an oven on the bottom of a toaster, front view-3.mp4	1
Latte-1	vidu	appearance_style	A panda drinking coffee in a cafe in Paris, Van Gogh style-2.mp4	1
Lavie_interpolation	Pika-1	subject_consistency	a car stuck in traffic during rush hour-1.mp4	1
Wanx 2.1	lavie	appearance_style	A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, surrealism style-2.mp4	0
CogVideoX-2B(SAT)	Pika-1	subject_consistency	a zebra taking a peaceful walk-3.mp4	0
OpenSoraPlanv1-3	vidu	temporal_style	A panda drinking coffee in a cafe in Paris, racking focus-0.mp4	1
LTX-Video (5s 768×512)	vidu	temporal_flickering	In a still frame, a pear-4.mp4	1
Show-1	CausVid_24fps	color	a green car-1.mp4	1
lavie	OpenSoraPlanv1-1	color	a white cat-3.mp4	0
OpenSoraV1-2(8s)	OpenSorav1-1	color	a black umbrella-1.mp4	0
OpenSoraPlanv1-1	Show-1	spatial_relationship	a toilet on the left of a hair drier, front view-0.mp4	1
Vchitect-2.0-2B	OpenSoraV1-2(8s)	spatial_relationship	a teddy bear on the right of a potted plant, front view-1.mp4	0
videocrafter-09	Jimeng	multiple_objects	a car and a motorcycle-1.mp4	0
videocrafter	Mira-384	overall_consistency	An animated painting of fluffy white clouds moving in sky.-3.mp4	1
OpenSoraPlan1-2	Vchitect-2.0-2B+VEnhancer	spatial_relationship	a bicycle on the left of a car, front view-3.mp4	1
opensora	TF-T2V	human_action	A person is brushing teeth-0.mp4	0
vidu	videocrafter-1	color	a red car-3.mp4	0
HiGen	Gen-3	color	a blue bicycle-1.mp4	1
opensora	HunYuanVideo	spatial_relationship	a bird on the left of a cat, front view-4.mp4	1
Pika-1	Lavie_interpolation	appearance_style	A beautiful coastal beach in spring, waves lapping on sand, animated style-0.mp4	0
LTX-Video (5s 768×512)	Mochi-1	appearance_style	A beautiful coastal beach in spring, waves lapping on sand, Van Gogh style-1.mp4	0
AnimateDiff-V2	Gen-3	object_class	a frisbee-0.mp4	1
OpenSoraPlanv1-1	OpenSoraPlanv1-3	scene	nursery-0.mp4	1
CausVid	Vchitect-2.0-2B+VEnhancer	object_class	a bed-1.mp4	0
videocrafter-09	AnimateDiff-V1	appearance_style	The bund Shanghai, in cyberpunk style-2.mp4	1
OpenSoraPlanv1-1	Mochi-1	human_action	A person is baby waking up-4.mp4	1
CausVid_24fps	lavie	appearance_style	An astronaut flying in space, Van Gogh style-1.mp4	0
lavie	Vchitect-2.0-2B	subject_consistency	a person washing the dishes-3.mp4	1
OpenSorav1-1	modelscope	appearance_style	A panda drinking coffee in a cafe in Paris, animated style-0.mp4	0
HiGen	videocrafter-1	appearance_style	The bund Shanghai, pixel art-4.mp4	1
HiGen	Wanx 2.1	subject_consistency	a motorcycle turning a corner-4.mp4	1
OpenSoraPlan1-2	Vchitect-2.0-2B	appearance_style	a shark is swimming in the ocean, animated style-4.mp4	-1
MiniMax-Video-01	OpenSoraPlan1-2	overall_consistency	A robot DJ is playing the turntable, in heavy raining futuristic tokyo rooftop cyberpunk night, sci-fi, fantasy-2.mp4	0
AnimateLCM	CausVid	object_class	a bench-4.mp4	1
Mira-384	Pika-1	scene	office-3.mp4	1
MiniMax-Video-01	Kling	temporal_style	a zebra taking a peaceful walk-3.mp4	-1
Wanx 2.1	cogvideo	temporal_style	a shark is swimming in the ocean, pan right-4.mp4	0
cogvideo	modelscope	overall_consistency	A super robot protecting city-1.mp4	1
MiniMax-Video-01	OpenSoraPlan1-2	subject_consistency	a person washing the dishes-4.mp4	0
Wanx 2.1	Vchitect-2.0-2B	appearance_style	A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, Van Gogh style-2.mp4	1
Gen-2	videocrafter-2	appearance_style	a shark is swimming in the ocean, pixel art-4.mp4	1
CausVid	Vchitect-2.0-2B	human_action	A person is peeling apples-3.mp4	0
cogvideo	AnimateLCM	subject_consistency	a truck turning a corner-0.mp4	-1
CausVid_24fps	Vchitect-2.0-2B	overall_consistency	A storm trooper vacuuming the beach.-3.mp4	1
Vchitect-2.0-2B	Gen-2	human_action	industrial area-0.mp4	1
Gen-3	LTX-Video (5s 768×512)	subject_consistency	a horse taking a peaceful walk-3.mp4	1
MiniMax-Video-01	Pika-1	color	a green suitcase-4.mp4	0
HiGen	Luma	scene	food court-0.mp4	1
Jimeng	CogVideoX1.5-5B	temporal_style	a shark is swimming in the ocean, zoom in-1.mp4	1
InstructVideo(ModelScope)	MiniMax-Video-01	human_action	A person is arranging flowers-2.mp4	1
OpenSoraPlanv1-3	Wanx 2.1	color	a yellow clock-4.mp4	1
videocrafter-2	HunYuanVideo	subject_consistency	a motorcycle accelerating to gain speed-0.mp4	1
videocrafter-2	Gen-2	multiple_objects	a snowboard and a sports ball-0.mp4	1
CausVid	OpenSoraPlan1-2	spatial_relationship	an oven on the top of a toaster, front view-2.mp4	0
Lavie_interpolation	videocrafter	overall_consistency	A fat rabbit wearing a purple robe walking through a fantasy landscape.-0.mp4	1
modelscope	AnimateDiff-V2	subject_consistency	a person giving a presentation to a room full of colleagues-0.mp4	-1
CogVideoX-5B(SAT)	AnimateLCM	subject_consistency	a bird building a nest from twigs and leaves-2.mp4	-1
Vchitect-2.0-2B	AnimateLCM	subject_consistency	a bicycle leaning against a tree-1.mp4	1
videocrafter	videocrafter-2	subject_consistency	a person walking in the snowstorm-3.mp4	0
Wanx 2.1	InstructVideo(ModelScope)	scene	botanical garden-1.mp4	0
videocrafter	opensora	subject_consistency	a bird building a nest from twigs and leaves-0.mp4	1
LTX-Video (5s 768×512)	AnimateDiff-V1	subject_consistency	a bus stuck in traffic during rush hour-2.mp4	-1
Show-1	TF-T2V	spatial_relationship	an oven on the bottom of a toaster, front view-1.mp4	0
CogVideoX1.5-5B	Gen-2	spatial_relationship	an oven on the bottom of a toaster, front view-2.mp4	0
videocrafter-09	Show-1	subject_consistency	a truck stuck in traffic during rush hour-4.mp4	1
Gen-2	Pika-1	human_action	A person is cheerleading-1.mp4	-1
Kling	Wanx 2.1	multiple_objects	a hair drier and a toothbrush-1.mp4	0
videocrafter-1	Show-1	scene	junkyard-0.mp4	0
pika-all-dimension	Mira-384	temporal_style	An astronaut flying in space, pan left-3.mp4	0
Gen-2	opensora	object_class	an oven-0.mp4	0
OpenSoraPlanv1-1	HunYuanVideo	color	a red clock-3.mp4	1
Gen-3	videocrafter-1	subject_consistency	a person eating a burger-3.mp4	0
lavie	videocrafter-09	appearance_style	A boat sailing leisurely along the Seine River with the Eiffel Tower in background, surrealism style-2.mp4	0
CogVideoX-2B(SAT)	CausVid	subject_consistency	a dog enjoying a peaceful walk-0.mp4	1
Kling	HiGen	spatial_relationship	a snowboard on the bottom of a kite, front view-3.mp4	0
AnimateDiff-V2	cogvideo	temporal_flickering	A tranquil tableau of in the heart of Plaka, the neoclassical architecture of the old city harmonizes with the ancient ruins-0.mp4	-1
Gen-3	videocrafter-1	multiple_objects	a donut and a suitcase-1.mp4	0
Lavie_interpolation	OpenSoraPlanv1-3	subject_consistency	a horse galloping across an open field-3.mp4	1
Kling	Show-1	object_class	a bird-1.mp4	0
TF-T2V	OpenSorav1-1	temporal_style	A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, zoom out-1.mp4	-1
CausVid	HunYuanVideo	human_action	A person is riding scooter-0.mp4	1
Luma	Vchitect-2.0-2B	temporal_style	Gwen Stacy reading a book, zoom out-3.mp4	0
Vchitect-2.0-2B+VEnhancer	HunYuanVideo	appearance_style	An astronaut flying in space by Hokusai, in the style of Ukiyo-0.mp4	0
TF-T2V	AnimateLCM	temporal_flickering	A tranquil tableau of a vintage rocking chair was placed on the porch-2.mp4	-1
OpenSoraPlan1-2	Vchitect-2.0-2B+VEnhancer	object_class	a keyboard-1.mp4	1
CogVideoX-2B(SAT)	AnimateDiff-V2	color	a red bicycle-0.mp4	1
Vchitect-2.0-2B+VEnhancer	opensora	spatial_relationship	a boat on the left of an airplane, front view-4.mp4	0
InstructVideo(ModelScope)	CogVideoX-2B(SAT)	overall_consistency	time lapse of sunrise on mars.-1.mp4	1
videocrafter-09	OpenSorav1-1	object_class	a sink-4.mp4	-1
OpenSoraV1-2(8s)	OpenSoraPlanv1-3	human_action	A person is eating watermelon-0.mp4	-1
LTX-Video (5s 768×512)	CausVid_24fps	temporal_style	A cute happy Corgi playing in park, sunset, in super slow motion-0.mp4	1
cogvideo	videocrafter-2	scene	bedroom-4.mp4	1
videocrafter	HunYuanVideo	appearance_style	A cute happy Corgi playing in park, sunset, black and white-2.mp4	1
Mira-384	videocrafter	subject_consistency	a truck slowing down to stop-4.mp4	-1
Jimeng	Gen-3	appearance_style	Gwen Stacy reading a book, surrealism style-0.mp4	-1
RepVideo	modelscope	human_action	A person is dunking basketball-2.mp4	-1
CogVideoX-5B(SAT)	Jimeng	overall_consistency	a fantasy landscape-4.mp4	1
modelscope	AnimateDiff-V2	temporal_flickering	In a still frame, nestled in the Zen garden, a rustic teahouse featured tatami seating and a traditional charcoal brazier-3.mp4	1
Jimeng	Mochi-1	color	a white bird-0.mp4	0
Vchitect-2.0-2B+VEnhancer	videocrafter-2	object_class	a cup-1.mp4	0
videocrafter-09	Luma	scene	courtyard-3.mp4	-1
videocrafter-2	AnimateLCM	temporal_style	A boat sailing leisurely along the Seine River with the Eiffel Tower in background, zoom out-3.mp4	0
videocrafter	Mira-384	object_class	a sandwich-4.mp4	1
TF-T2V	Vchitect-2.0-2B	scene	art gallery-1.mp4	1
Vchitect-2.0-2B	pika-all-dimension	temporal_flickering	A tranquil tableau of a bench-2.mp4	-1
Mira-384	modelscope	appearance_style	A boat sailing leisurely along the Seine River with the Eiffel Tower in background, Van Gogh style-3.mp4	0
Gen-3	opensora	human_action	A person is making bed-0.mp4	0
Vchitect-2.0-2B+VEnhancer	InstructVideo(ModelScope)	scene	staircase-1.mp4	0
videocrafter-2	vidu	appearance_style	A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, Van Gogh style-2.mp4	0
MiniMax-Video-01	Kling	spatial_relationship	a kite on the bottom of a skateboard, front view-0.mp4	-1
Mochi-1	LTX-Video (5s 768×512)	overall_consistency	A raccoon that looks like a turtle, digital art.-0.mp4	0
CogVideoX-5B(SAT)	OpenSoraPlanv1-3	spatial_relationship	a train on the right of a boat, front view-0.mp4	0
opensora	Latte-1	multiple_objects	a surfboard and a tennis racket-3.mp4	-1
Vchitect-2.0-2B+VEnhancer	Wanx 2.1	scene	iceberg-1.mp4	-1
Vchitect-2.0-2B+VEnhancer	Lavie_interpolation	temporal_style	The bund Shanghai, in super slow motion-3.mp4	0
HunYuanVideo	OpenSorav1-1	subject_consistency	a giraffe running to join a herd of its kind-3.mp4	0
MiniMax-Video-01	HiGen	appearance_style	a shark is swimming in the ocean, animated style-3.mp4	0
Gen-2	modelscope	scene	beach-2.mp4	0
pika-all-dimension	AnimateDiff-V1	overall_consistency	a teddy bear is swimming in the ocean.-1.mp4	-1
TF-T2V	modelscope	color	a yellow bowl-4.mp4	0
Gen-2	OpenSoraV1-2(8s)	object_class	a cow-4.mp4	0
OpenSoraPlanv1-1	InstructVideo(ModelScope)	object_class	a book-1.mp4	-1
videocrafter-2	TF-T2V	color	a black bird-1.mp4	0
vidu	videocrafter-1	scene	bathroom-0.mp4	0
opensora	CogVideoX-2B(SAT)	subject_consistency	a car accelerating to gain speed-3.mp4	1
pika-all-dimension	Vchitect-2.0-2B	spatial_relationship	an elephant on the left of a bear, front view-0.mp4	0
Vchitect-2.0-2B	CogVideoX1.5-5B	spatial_relationship	a sheep on the left of a cow, front view-1.mp4	1
vidu	Latte-1	subject_consistency	a dog playing in park-1.mp4	0
modelscope	TF-T2V	scene	cemetery-0.mp4	0
OpenSoraPlan1-2	lavie	subject_consistency	a sheep taking a peaceful walk-0.mp4	1
cogvideo	pika-all-dimension	object_class	a backpack-3.mp4	1
Jimeng	AnimateLCM	temporal_style	An astronaut flying in space, racking focus-0.mp4	0
videocrafter-09	OpenSoraPlanv1-3	multiple_objects	a horse and a sheep-3.mp4	1
Wanx 2.1	videocrafter-2	multiple_objects	a bicycle and a car-0.mp4	1
vidu	AnimateLCM	color	a green bicycle-4.mp4	0
Jimeng	vidu	scene	crosswalk-0.mp4	0
OpenSoraV1-2(8s)	OpenSoraPlan1-2	spatial_relationship	a sandwich on the top of an orange, front view-4.mp4	-1
InstructVideo(ModelScope)	videocrafter-09	color	a blue bicycle-1.mp4	-1
TF-T2V	Gen-2	temporal_style	A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, racking focus-2.mp4	0
OpenSoraPlan1-2	CogVideoX-5B(SAT)	object_class	an orange-3.mp4	1
videocrafter	Lavie_interpolation	multiple_objects	a person and a toothbrush-2.mp4	-1
Latte-1	OpenSoraPlanv1-1	multiple_objects	a backpack and an umbrella-1.mp4	0
TF-T2V	OpenSoraPlan1-2	temporal_style	A beautiful coastal beach in spring, waves lapping on sand, tilt up-2.mp4	0
AnimateDiff-V1	Sora	scene	ocean-2.mp4	1
OpenSorav1-1	Pika-1	overall_consistency	Macro slo-mo. Slow motion cropped closeup of roasted coffee beans falling into an empty bowl.-0.mp4	1
Jimeng	Latte-1	subject_consistency	an elephant taking a peaceful walk-2.mp4	0
CogVideoX-5B(SAT)	videocrafter-1	overall_consistency	A tropical beach at sunrise, with palm trees and crystal-clear water in the foreground-3.mp4	1
opensora	Luma	subject_consistency	a cow chewing cud while resting in a tranquil barn-0.mp4	1
videocrafter	vidu	human_action	A person is cutting watermelon-2.mp4	1
OpenSoraPlanv1-1	Wanx 2.1	object_class	a fork-2.mp4	1
cogvideo	Luma	subject_consistency	a car slowing down to stop-0.mp4	1
CausVid_24fps	Vchitect-2.0-2B	spatial_relationship	a microwave on the bottom of an oven, front view-1.mp4	0
OpenSoraPlan1-2	Luma	human_action	A person is riding a bike-4.mp4	1
CausVid_24fps	CogVideoX1.5-5B	temporal_flickering	In a still frame, courtyard-4.mp4	0
Show-1	InstructVideo(ModelScope)	human_action	A person is massaging legs-0.mp4	-1
Mochi-1	Gen-3	subject_consistency	an airplane taking off-1.mp4	0
